#EXPORTTYPE:                 ;DATA ALL                                  
#FILE:                       ;D10_enthalpy_2kmin_Tg.ngb-sdg             
#FORMAT:                     ;NETZSCH5                                  
#FTYPE:                      ;ASCII                                     
#IDENTITY:                   ;D10_enthalpy_2kmin_Tg                     
#DECIMAL:                    ;POINT                                     
#SEPARATOR:                  ;SEMICOLON                                 
#MTYPE:                      ;TMDSC                                     
#MSUBTYPE:                   ;DSC(raw)                                  
#INSTRUMENT:                 ;NETZSCH DSC 214                           
#PROJECT:                    ;PhD_jkjjo                                 
#DATE/TIME:                  ;16-05-2023 14:49:39 (UTC+2)               
#CORR. FILE:                 ;                                          
#TEMPCAL:                    ;applied                                   
#SENSITIVITY:                ;applied                                   
#LABORATORY:                 ;DTU Wind COM                              
#OPERATOR:                   ;Jesper                                    
#REMARK:                     ;SW2519-1BS1A - Enthalpy of fusion + Tg_inf
#SAMPLE:                     ;D10                                       
#SAMPLE MASS /mg:            ;19.2                                      
#MATERIAL:                   ;Epoxy                                     
#REFERENCE:                  ;Empty Pan                                 
#REFERENCE MASS /mg:         ;0                                         
#TYPE OF CRUCIBLE:           ;Concavus Pan Al, pierced lid              
#SAMPLE CRUCIBLE MASS /mg:   ;50.7                                      
#REFERENCE CRUCIBLE MASS /mg:;51.1                                      
#M.RANGE /‘V:                ;5000                                      
#TAU-R:                      ;---                                       
#CORR. CODE:                 ;000                                       
#EXO:                        ;-1                                        
#RANGE:                      ;-40›C..280›C/-50.0..2.0K/min-M/30/0.0..0.4
#SEGMENT:                    ;S1-6/6                                    
#SEG. 1:                     ;25›C/5.0(K/min)/-40›C                     
#SEG. 2:                     ;-40›C/00:05/-40›C                         
#SEG. 3:                     ;-40›C/2.0(K/min)/280›C                    
#SEG. 4:                     ;280›C/50.0(K/min)/20›C                    
#SEG. 5:                     ;20›C/00:01/20›C                           
#SEG. 6:                     ;20›C/2.0(K/min)/280›C-M/30/0.4            

##Temp./›C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
111.08900;181.37333;      -1.80105;3.55501;4
111.00500;181.37500;      -1.80087;3.55515;4
110.92100;181.37667;      -1.80069;3.55530;4
110.83800;181.37833;      -1.80050;3.55544;4
110.75400;181.38000;      -1.80033;3.55559;4
110.67000;181.38167;      -1.80015;3.55574;4
110.58700;181.38333;      -1.79998;3.55588;4
110.50400;181.38500;      -1.79980;3.55602;4
110.42200;181.38667;      -1.79963;3.55617;4
110.33700;181.38833;      -1.79945;3.55631;4
110.25400;181.39000;      -1.79928;3.55646;4
110.17000;181.39167;      -1.79909;3.55660;4
110.08600;181.39333;      -1.79891;3.55675;4
110.00300;181.39500;      -1.79874;3.55689;4
109.92000;181.39667;      -1.79855;3.55704;4
109.83700;181.39833;      -1.79838;3.55718;4
109.75300;181.40000;      -1.79820;3.55732;4
109.67000;181.40167;      -1.79803;3.55747;4
109.58500;181.40333;      -1.79787;3.55761;4
109.50200;181.40500;      -1.79769;3.55776;4
109.42000;181.40667;      -1.79752;3.55790;4
109.33600;181.40833;      -1.79733;3.55804;4
109.25400;181.41000;      -1.79716;3.55818;4
109.17100;181.41167;      -1.79698;3.55833;4
109.08700;181.41333;      -1.79680;3.55847;4
109.00400;181.41500;      -1.79663;3.55861;4
108.92100;181.41667;      -1.79645;3.55875;4
108.83600;181.41833;      -1.79627;3.55890;4
108.75300;181.42000;      -1.79609;3.55904;4
108.67000;181.42167;      -1.79591;3.55918;4
108.58700;181.42333;      -1.79572;3.55932;4
108.50300;181.42500;      -1.79554;3.55947;4
108.42000;181.42667;      -1.79534;3.55961;4
108.33600;181.42833;      -1.79516;3.55975;4
108.25200;181.43000;      -1.79499;3.55989;4
108.16900;181.43167;      -1.79481;3.56003;4
108.08500;181.43333;      -1.79465;3.56018;4
108.00200;181.43500;      -1.79449;3.56032;4
107.91900;181.43667;      -1.79433;3.56046;4
107.83500;181.43833;      -1.79416;3.56060;4
107.75100;181.44000;      -1.79399;3.56074;4
107.66800;181.44167;      -1.79381;3.56088;4
107.58600;181.44333;      -1.79364;3.56102;4
107.50200;181.44500;      -1.79347;3.56116;4
107.41700;181.44667;      -1.79330;3.56131;4
107.33400;181.44833;      -1.79314;3.56145;4
107.25100;181.45000;      -1.79296;3.56158;4
107.16800;181.45167;      -1.79275;3.56172;4
107.08500;181.45333;      -1.79257;3.56186;4
107.00000;181.45500;      -1.79237;3.56201;4
106.91700;181.45667;      -1.79219;3.56215;4
106.83300;181.45833;      -1.79200;3.56229;4
106.75100;181.46000;      -1.79181;3.56242;4
106.66800;181.46167;      -1.79161;3.56256;4
106.58400;181.46333;      -1.79142;3.56270;4
106.50100;181.46500;      -1.79122;3.56284;4
106.41600;181.46667;      -1.79101;3.56298;4
106.33200;181.46833;      -1.79082;3.56312;4
106.24800;181.47000;      -1.79062;3.56326;4
106.16600;181.47167;      -1.79043;3.56340;4
106.08300;181.47333;      -1.79024;3.56354;4
106.00100;181.47500;      -1.79005;3.56367;4
105.91800;181.47667;      -1.78987;3.56381;4
105.83400;181.47833;      -1.78966;3.56395;4
105.75000;181.48000;      -1.78947;3.56409;4
105.66600;181.48167;      -1.78928;3.56423;4
105.58100;181.48333;      -1.78908;3.56437;4
105.49800;181.48500;      -1.78888;3.56450;4
105.41500;181.48667;      -1.78869;3.56464;4
105.33100;181.48833;      -1.78849;3.56478;4
105.24900;181.49000;      -1.78832;3.56491;4
105.16500;181.49167;      -1.78812;3.56505;4
105.08100;181.49333;      -1.78794;3.56519;4
104.99800;181.49500;      -1.78776;3.56533;4
104.91400;181.49667;      -1.78762;3.56546;4
104.83100;181.49833;      -1.78747;3.56560;4
104.74800;181.50000;      -1.78730;3.56574;4
104.66600;181.50167;      -1.78713;3.56587;4
104.58100;181.50333;      -1.78696;3.56601;4
104.49800;181.50500;      -1.78680;3.56614;4
104.41400;181.50667;      -1.78665;3.56628;4
104.33100;181.50833;      -1.78651;3.56642;4
104.24700;181.51000;      -1.78636;3.56655;4
104.16300;181.51167;      -1.78621;3.56669;4
104.08000;181.51333;      -1.78605;3.56682;4
103.99600;181.51500;      -1.78588;3.56696;4
103.91300;181.51667;      -1.78571;3.56709;4
103.83000;181.51833;      -1.78553;3.56723;4
103.74600;181.52000;      -1.78537;3.56737;4
103.66200;181.52167;      -1.78520;3.56750;4
103.57900;181.52333;      -1.78505;3.56764;4
103.49600;181.52500;      -1.78489;3.56777;4
103.41200;181.52667;      -1.78480;3.56790;4
103.32900;181.52833;      -1.78469;3.56804;4
103.24600;181.53000;      -1.78455;3.56817;4
103.16300;181.53167;      -1.78441;3.56831;4
103.08000;181.53333;      -1.78425;3.56844;4
102.99500;181.53500;      -1.78412;3.56857;4
102.91200;181.53667;      -1.78397;3.56871;4
102.82900;181.53833;      -1.78384;3.56884;4
102.74600;181.54000;      -1.78369;3.56897;4
102.66100;181.54167;      -1.78356;3.56911;4
102.57900;181.54333;      -1.78342;3.56924;4
102.49700;181.54500;      -1.78327;3.56937;4
102.41100;181.54667;      -1.78309;3.56951;4
102.32900;181.54833;      -1.78287;3.56964;4
102.24600;181.55000;      -1.78267;3.56977;4
102.16200;181.55167;      -1.78249;3.56990;4
102.07900;181.55333;      -1.78230;3.57004;4
101.99500;181.55500;      -1.78212;3.57017;4
101.91100;181.55667;      -1.78194;3.57030;4
101.82800;181.55833;      -1.78177;3.57043;4
101.74500;181.56000;      -1.78159;3.57057;4
101.66300;181.56167;      -1.78142;3.57070;4
101.57800;181.56333;      -1.78126;3.57083;4
101.49400;181.56500;      -1.78108;3.57096;4
101.41000;181.56667;      -1.78089;3.57109;4
101.32800;181.56833;      -1.78071;3.57122;4
101.24400;181.57000;      -1.78052;3.57136;4
101.16000;181.57167;      -1.78035;3.57149;4
101.07700;181.57333;      -1.78017;3.57162;4
100.99400;181.57500;      -1.77999;3.57175;4
100.91100;181.57667;      -1.77982;3.57188;4
100.82700;181.57833;      -1.77963;3.57201;4
100.74400;181.58000;      -1.77945;3.57214;4
100.66100;181.58167;      -1.77927;3.57227;4
100.57700;181.58333;      -1.77909;3.57240;4
100.49300;181.58500;      -1.77890;3.57253;4
100.41000;181.58667;      -1.77871;3.57266;4
100.32800;181.58833;      -1.77852;3.57279;4
100.24400;181.59000;      -1.77834;3.57292;4
100.15900;181.59167;      -1.77816;3.57305;4
100.07600;181.59333;      -1.77797;3.57318;4
 99.99400;181.59500;      -1.77781;3.57331;4
 99.91100;181.59667;      -1.77763;3.57343;4
 99.82700;181.59833;      -1.77746;3.57356;4
 99.74400;181.60000;      -1.77727;3.57369;4
 99.66100;181.60167;      -1.77708;3.57382;4
 99.57700;181.60333;      -1.77685;3.57395;4
 99.49300;181.60500;      -1.77663;3.57408;4
 99.40900;181.60667;      -1.77641;3.57421;4
 99.32700;181.60833;      -1.77620;3.57434;4
 99.24300;181.61000;      -1.77599;3.57446;4
 99.15900;181.61167;      -1.77576;3.57459;4
 99.07600;181.61333;      -1.77554;3.57472;4
 98.99100;181.61500;      -1.77531;3.57485;4
 98.90800;181.61667;      -1.77509;3.57498;4
 98.82500;181.61833;      -1.77488;3.57510;4
 98.74100;181.62000;      -1.77468;3.57523;4
 98.65900;181.62167;      -1.77447;3.57536;4
 98.57600;181.62333;      -1.77426;3.57548;4
 98.49100;181.62500;      -1.77406;3.57561;4
 98.40600;181.62667;      -1.77388;3.57574;4
 98.32400;181.62833;      -1.77368;3.57587;4
 98.24200;181.63000;      -1.77348;3.57599;4
 98.15900;181.63167;      -1.77329;3.57612;4
 98.07500;181.63333;      -1.77310;3.57624;4
 97.99200;181.63500;      -1.77292;3.57637;4
 97.90900;181.63667;      -1.77273;3.57650;4
 97.82500;181.63833;      -1.77254;3.57662;4
 97.74000;181.64000;      -1.77235;3.57675;4
 97.65800;181.64167;      -1.77214;3.57687;4
 97.57400;181.64333;      -1.77195;3.57700;4
 97.49100;181.64500;      -1.77174;3.57712;4
 97.40800;181.64667;      -1.77153;3.57725;4
 97.32400;181.64833;      -1.77133;3.57738;4
 97.24100;181.65000;      -1.77113;3.57750;4
 97.15700;181.65167;      -1.77092;3.57763;4
 97.07400;181.65333;      -1.77073;3.57775;4
 96.99000;181.65500;      -1.77054;3.57788;4
 96.90800;181.65667;      -1.77035;3.57800;4
 96.82500;181.65833;      -1.77016;3.57812;4
 96.74100;181.66000;      -1.76997;3.57825;4
 96.65700;181.66167;      -1.76977;3.57837;4
 96.57400;181.66333;      -1.76960;3.57849;4
 96.49100;181.66500;      -1.76943;3.57862;4
 96.40700;181.66667;      -1.76926;3.57874;4
 96.32400;181.66833;      -1.76909;3.57887;4
 96.24100;181.67000;      -1.76891;3.57899;4
 96.15700;181.67167;      -1.76873;3.57911;4
 96.07300;181.67333;      -1.76854;3.57924;4
 95.99100;181.67500;      -1.76835;3.57936;4
 95.90700;181.67667;      -1.76817;3.57948;4
 95.82400;181.67833;      -1.76796;3.57960;4
 95.74000;181.68000;      -1.76774;3.57973;4
 95.65800;181.68167;      -1.76753;3.57985;4
 95.57500;181.68333;      -1.76731;3.57997;4
 95.49100;181.68500;      -1.76711;3.58009;4
 95.40700;181.68667;      -1.76690;3.58021;4
 95.32500;181.68833;      -1.76671;3.58033;4
 95.24200;181.69000;      -1.76651;3.58046;4
 95.15900;181.69167;      -1.76632;3.58058;4
 95.07500;181.69333;      -1.76614;3.58070;4
 94.99100;181.69500;      -1.76594;3.58082;4
 94.90700;181.69667;      -1.76574;3.58094;4
 94.82400;181.69833;      -1.76553;3.58106;4
 94.73900;181.70000;      -1.76527;3.58119;4
 94.65800;181.70167;      -1.76504;3.58131;4
 94.57500;181.70333;      -1.76481;3.58143;4
 94.49200;181.70500;      -1.76460;3.58155;4
 94.40600;181.70667;      -1.76439;3.58167;4
 94.32300;181.70833;      -1.76418;3.58179;4
 94.24100;181.71000;      -1.76397;3.58191;4
 94.15700;181.71167;      -1.76377;3.58203;4
 94.07400;181.71333;      -1.76356;3.58215;4
 93.99100;181.71500;      -1.76335;3.58227;4
 93.90800;181.71667;      -1.76312;3.58239;4
 93.82400;181.71833;      -1.76291;3.58251;4
 93.74100;181.72000;      -1.76270;3.58263;4
 93.65800;181.72167;      -1.76248;3.58274;4
 93.57400;181.72333;      -1.76227;3.58286;4
 93.49000;181.72500;      -1.76205;3.58298;4
 93.40700;181.72667;      -1.76183;3.58310;4
 93.32300;181.72833;      -1.76161;3.58322;4
 93.24000;181.73000;      -1.76140;3.58334;4
 93.15800;181.73167;      -1.76117;3.58346;4
 93.07500;181.73333;      -1.76096;3.58357;4
 92.99000;181.73500;      -1.76072;3.58369;4
 92.90600;181.73667;      -1.76051;3.58381;4
 92.82300;181.73833;      -1.76028;3.58393;4
 92.74100;181.74000;      -1.76007;3.58405;4
 92.65700;181.74167;      -1.75986;3.58417;4
 92.57200;181.74333;      -1.75963;3.58429;4
 92.48900;181.74500;      -1.75942;3.58440;4
 92.40600;181.74667;      -1.75921;3.58452;4
 92.32300;181.74833;      -1.75899;3.58464;4
 92.24000;181.75000;      -1.75878;3.58475;4
 92.15700;181.75167;      -1.75857;3.58487;4
 92.07400;181.75333;      -1.75835;3.58498;4
 91.99000;181.75500;      -1.75813;3.58510;4
 91.90700;181.75667;      -1.75790;3.58522;4
 91.82200;181.75833;      -1.75767;3.58534;4
 91.74000;181.76000;      -1.75746;3.58545;4
 91.65700;181.76167;      -1.75724;3.58557;4
 91.57300;181.76333;      -1.75701;3.58568;4
 91.49000;181.76500;      -1.75679;3.58580;4
 91.40600;181.76667;      -1.75658;3.58591;4
 91.32300;181.76833;      -1.75635;3.58603;4
 91.23900;181.77000;      -1.75614;3.58615;4
 91.15700;181.77167;      -1.75592;3.58626;4
 91.07400;181.77333;      -1.75571;3.58637;4
 90.99000;181.77500;      -1.75549;3.58649;4
 90.90600;181.77667;      -1.75527;3.58660;4
 90.82300;181.77833;      -1.75505;3.58672;4
 90.74000;181.78000;      -1.75481;3.58683;4
 90.65600;181.78167;      -1.75458;3.58695;4
 90.57100;181.78333;      -1.75433;3.58707;4
 90.48800;181.78500;      -1.75410;3.58718;4
 90.40500;181.78667;      -1.75386;3.58729;4
 90.32200;181.78833;      -1.75362;3.58741;4
 90.23900;181.79000;      -1.75339;3.58752;4
 90.15600;181.79167;      -1.75318;3.58763;4
 90.07300;181.79333;      -1.75297;3.58774;4
 89.98900;181.79500;      -1.75276;3.58786;4
 89.90500;181.79667;      -1.75253;3.58797;4
 89.82300;181.79833;      -1.75230;3.58808;4
 89.73900;181.80000;      -1.75204;3.58820;4
 89.65600;181.80167;      -1.75177;3.58831;4
 89.57200;181.80333;      -1.75150;3.58842;4
 89.48800;181.80500;      -1.75125;3.58854;4
 89.40500;181.80667;      -1.75102;3.58865;4
 89.32300;181.80833;      -1.75077;3.58876;4
 89.23900;181.81000;      -1.75054;3.58887;4
 89.15500;181.81167;      -1.75035;3.58898;4
 89.07200;181.81333;      -1.75013;3.58910;4
 88.98900;181.81500;      -1.74989;3.58921;4
 88.90500;181.81667;      -1.74964;3.58932;4
 88.82200;181.81833;      -1.74939;3.58943;4
 88.73900;181.82000;      -1.74914;3.58954;4
 88.65500;181.82167;      -1.74887;3.58965;4
 88.57100;181.82333;      -1.74860;3.58977;4
 88.48800;181.82500;      -1.74832;3.58988;4
 88.40500;181.82667;      -1.74803;3.58999;4
 88.32200;181.82833;      -1.74777;3.59010;4
 88.23900;181.83000;      -1.74749;3.59021;4
 88.15600;181.83167;      -1.74723;3.59032;4
 88.07300;181.83333;      -1.74698;3.59043;4
 87.99000;181.83500;      -1.74670;3.59054;4
 87.90500;181.83667;      -1.74643;3.59065;4
 87.82000;181.83833;      -1.74617;3.59076;4
 87.73700;181.84000;      -1.74591;3.59087;4
 87.65500;181.84167;      -1.74564;3.59098;4
 87.57100;181.84333;      -1.74538;3.59109;4
 87.48800;181.84500;      -1.74510;3.59119;4
 87.40600;181.84667;      -1.74483;3.59130;4
 87.32200;181.84833;      -1.74454;3.59141;4
 87.23800;181.85000;      -1.74427;3.59152;4
 87.15500;181.85167;      -1.74399;3.59163;4
 87.07200;181.85333;      -1.74369;3.59174;4
 86.98900;181.85500;      -1.74339;3.59185;4
 86.90500;181.85667;      -1.74309;3.59196;4
 86.82200;181.85833;      -1.74280;3.59206;4
 86.73800;181.86000;      -1.74250;3.59217;4
 86.65500;181.86167;      -1.74219;3.59228;4
 86.57100;181.86333;      -1.74190;3.59239;4
 86.48700;181.86500;      -1.74159;3.59250;4
 86.40400;181.86667;      -1.74126;3.59260;4
 86.32200;181.86833;      -1.74092;3.59271;4
 86.23900;181.87000;      -1.74060;3.59281;4
 86.15500;181.87167;      -1.74029;3.59292;4
 86.07200;181.87333;      -1.73998;3.59303;4
 85.98900;181.87500;      -1.73967;3.59314;4
 85.90500;181.87667;      -1.73931;3.59324;4
 85.82100;181.87833;      -1.73896;3.59335;4
 85.73700;181.88000;      -1.73861;3.59346;4
 85.65500;181.88167;      -1.73826;3.59356;4
 85.57200;181.88333;      -1.73790;3.59367;4
 85.48900;181.88500;      -1.73756;3.59377;4
 85.40500;181.88667;      -1.73722;3.59388;4
 85.32100;181.88833;      -1.73687;3.59399;4
 85.23700;181.89000;      -1.73652;3.59409;4
 85.15400;181.89167;      -1.73618;3.59420;4
 85.07000;181.89333;      -1.73583;3.59430;4
 84.98800;181.89500;      -1.73548;3.59441;4
 84.90400;181.89667;      -1.73511;3.59451;4
 84.82000;181.89833;      -1.73475;3.59462;4
 84.73800;181.90000;      -1.73438;3.59472;4
 84.65400;181.90167;      -1.73399;3.59483;4
 84.57100;181.90333;      -1.73360;3.59493;4
 84.48700;181.90500;      -1.73322;3.59503;4
 84.40400;181.90667;      -1.73285;3.59514;4
 84.32100;181.90833;      -1.73248;3.59524;4
 84.23700;181.91000;      -1.73209;3.59535;4
 84.15400;181.91167;      -1.73170;3.59545;4
 84.07100;181.91333;      -1.73128;3.59555;4
 83.98700;181.91500;      -1.73087;3.59566;4
 83.90300;181.91667;      -1.73045;3.59576;4
 83.82000;181.91833;      -1.73003;3.59586;4
 83.73700;181.92000;      -1.72961;3.59597;4
 83.65400;181.92167;      -1.72919;3.59607;4
 83.57000;181.92333;      -1.72877;3.59617;4
 83.48700;181.92500;      -1.72836;3.59627;4
 83.40400;181.92667;      -1.72793;3.59638;4
 83.31900;181.92833;      -1.72749;3.59648;4
 83.23500;181.93000;      -1.72704;3.59658;4
 83.15100;181.93167;      -1.72659;3.59669;4
 83.06900;181.93333;      -1.72613;3.59679;4
 82.98600;181.93500;      -1.72568;3.59689;4
 82.90100;181.93667;      -1.72522;3.59699;4
 82.81800;181.93833;      -1.72476;3.59709;4
 82.73500;181.94000;      -1.72428;3.59719;4
 82.65200;181.94167;      -1.72381;3.59729;4
 82.56900;181.94333;      -1.72335;3.59739;4
 82.48500;181.94500;      -1.72290;3.59749;4
 82.40100;181.94667;      -1.72244;3.59760;4
 82.31700;181.94833;      -1.72196;3.59770;4
 82.23600;181.95000;      -1.72148;3.59780;4
 82.15200;181.95167;      -1.72100;3.59790;4
 82.07000;181.95333;      -1.72052;3.59799;4
 81.98600;181.95500;      -1.72003;3.59810;4
 81.90200;181.95667;      -1.71949;3.59820;4
 81.82000;181.95833;      -1.71897;3.59829;4
 81.73600;181.96000;      -1.71843;3.59839;4
 81.65300;181.96167;      -1.71786;3.59849;4
 81.57000;181.96333;      -1.71734;3.59859;4
 81.48600;181.96500;      -1.71681;3.59869;4
 81.40300;181.96667;      -1.71624;3.59879;4
 81.32000;181.96833;      -1.71566;3.59889;4
 81.23500;181.97000;      -1.71508;3.59899;4
 81.15200;181.97167;      -1.71449;3.59909;4
 81.06900;181.97333;      -1.71391;3.59919;4
 80.98600;181.97500;      -1.71331;3.59928;4
 80.90300;181.97667;      -1.71271;3.59938;4
 80.81900;181.97833;      -1.71213;3.59948;4
 80.73600;181.98000;      -1.71153;3.59958;4
 80.65300;181.98167;      -1.71093;3.59968;4
 80.57000;181.98333;      -1.71031;3.59977;4
 80.48600;181.98500;      -1.70970;3.59987;4
 80.40200;181.98667;      -1.70907;3.59997;4
 80.31900;181.98833;      -1.70844;3.60007;4
 80.23500;181.99000;      -1.70781;3.60016;4
 80.15100;181.99167;      -1.70715;3.60026;4
 80.06800;181.99333;      -1.70650;3.60036;4
 79.98600;181.99500;      -1.70585;3.60045;4
 79.90300;181.99667;      -1.70519;3.60055;4
 79.81900;181.99833;      -1.70452;3.60065;4
 79.73600;182.00000;      -1.70384;3.60074;4
 79.65300;182.00167;      -1.70315;3.60084;4
 79.56900;182.00333;      -1.70245;3.60093;4
 79.48600;182.00500;      -1.70174;3.60103;4
 79.40200;182.00667;      -1.70099;3.60112;4
 79.31900;182.00833;      -1.70025;3.60122;4
 79.23600;182.01000;      -1.69951;3.60131;4
 79.15200;182.01167;      -1.69877;3.60141;4
 79.06900;182.01333;      -1.69803;3.60151;4
 78.98500;182.01500;      -1.69728;3.60160;4
 78.90100;182.01667;      -1.69650;3.60170;4
 78.81800;182.01833;      -1.69574;3.60179;4
 78.73500;182.02000;      -1.69498;3.60188;4
 78.65100;182.02167;      -1.69420;3.60198;4
 78.56700;182.02333;      -1.69343;3.60207;4
 78.48400;182.02500;      -1.69264;3.60217;4
 78.40100;182.02667;      -1.69181;3.60226;4
 78.31800;182.02833;      -1.69100;3.60235;4
 78.23500;182.03000;      -1.69020;3.60245;4
 78.15300;182.03167;      -1.68939;3.60254;4
 78.06900;182.03333;      -1.68858;3.60263;4
 77.98400;182.03500;      -1.68773;3.60273;4
 77.90100;182.03667;      -1.68688;3.60282;4
 77.81700;182.03833;      -1.68603;3.60292;4
 77.73400;182.04000;      -1.68520;3.60301;4
 77.65200;182.04167;      -1.68436;3.60310;4
 77.56600;182.04333;      -1.68351;3.60319;4
 77.48300;182.04500;      -1.68269;3.60329;4
 77.39900;182.04667;      -1.68181;3.60338;4
 77.31600;182.04833;      -1.68089;3.60347;4
 77.23200;182.05000;      -1.68000;3.60356;4
 77.14900;182.05167;      -1.67909;3.60365;4
 77.06700;182.05333;      -1.67818;3.60374;4
 76.98300;182.05500;      -1.67729;3.60384;4
 76.90000;182.05667;      -1.67639;3.60393;4
 76.81600;182.05833;      -1.67547;3.60402;4
 76.73300;182.06000;      -1.67455;3.60411;4
 76.64900;182.06167;      -1.67362;3.60420;4
 76.56600;182.06333;      -1.67265;3.60429;4
 76.48200;182.06500;      -1.67170;3.60438;4
 76.39800;182.06667;      -1.67075;3.60447;4
 76.31600;182.06833;      -1.66980;3.60456;4
 76.23300;182.07000;      -1.66883;3.60465;4
 76.14900;182.07167;      -1.66787;3.60474;4
 76.06600;182.07333;      -1.66685;3.60483;4
 75.98400;182.07500;      -1.66586;3.60492;4
 75.90000;182.07667;      -1.66490;3.60501;4
 75.81600;182.07833;      -1.66391;3.60510;4
 75.73200;182.08000;      -1.66291;3.60519;4
 75.64900;182.08167;      -1.66189;3.60528;4
 75.56600;182.08333;      -1.66087;3.60537;4
 75.48200;182.08500;      -1.65985;3.60546;4
 75.39800;182.08667;      -1.65883;3.60555;4
 75.31500;182.08833;      -1.65777;3.60563;4
 75.23300;182.09000;      -1.65666;3.60572;4
 75.14900;182.09167;      -1.65559;3.60581;4
 75.06600;182.09333;      -1.65448;3.60590;4
 74.98200;182.09500;      -1.65340;3.60599;4
 74.90000;182.09667;      -1.65233;3.60607;4
 74.81600;182.09833;      -1.65128;3.60616;4
 74.73300;182.10000;      -1.65022;3.60625;4
 74.65000;182.10167;      -1.64914;3.60634;4
 74.56600;182.10333;      -1.64803;3.60642;4
 74.48100;182.10500;      -1.64692;3.60651;4
 74.39800;182.10667;      -1.64581;3.60660;4
 74.31600;182.10833;      -1.64470;3.60668;4
 74.23300;182.11000;      -1.64358;3.60677;4
 74.14900;182.11167;      -1.64245;3.60686;4
 74.06700;182.11333;      -1.64133;3.60694;4
 73.98300;182.11500;      -1.64022;3.60703;4
 73.89800;182.11667;      -1.63910;3.60712;4
 73.81500;182.11833;      -1.63796;3.60720;4
 73.73300;182.12000;      -1.63681;3.60729;4
 73.64900;182.12167;      -1.63566;3.60737;4
 73.56600;182.12333;      -1.63450;3.60746;4
 73.48200;182.12500;      -1.63329;3.60754;4
 73.39800;182.12667;      -1.63210;3.60763;4
 73.31500;182.12833;      -1.63093;3.60771;4
 73.23200;182.13000;      -1.62972;3.60780;4
 73.14900;182.13167;      -1.62853;3.60788;4
 73.06600;182.13333;      -1.62736;3.60797;4
 72.98300;182.13500;      -1.62617;3.60805;4
 72.90000;182.13667;      -1.62494;3.60813;4
 72.81500;182.13833;      -1.62371;3.60822;4
 72.73200;182.14000;      -1.62248;3.60830;4
 72.65000;182.14167;      -1.62126;3.60839;4
 72.56700;182.14333;      -1.62003;3.60847;4
 72.48300;182.14500;      -1.61881;3.60855;4
 72.39900;182.14667;      -1.61757;3.60864;4
 72.31500;182.14833;      -1.61635;3.60872;4
 72.23200;182.15000;      -1.61513;3.60880;4
 72.14800;182.15167;      -1.61389;3.60889;4
 72.06400;182.15333;      -1.61264;3.60897;4
 71.98100;182.15500;      -1.61139;3.60905;4
 71.89800;182.15667;      -1.61013;3.60914;4
 71.81500;182.15833;      -1.60888;3.60922;4
 71.73100;182.16000;      -1.60762;3.60930;4
 71.64900;182.16167;      -1.60638;3.60938;4
 71.56500;182.16333;      -1.60511;3.60946;4
 71.48100;182.16500;      -1.60380;3.60955;4
 71.39800;182.16667;      -1.60252;3.60963;4
 71.31500;182.16833;      -1.60123;3.60971;4
 71.23100;182.17000;      -1.59996;3.60979;4
 71.14800;182.17167;      -1.59868;3.60987;4
 71.06500;182.17333;      -1.59741;3.60995;4
 70.98200;182.17500;      -1.59613;3.61003;4
 70.89700;182.17667;      -1.59483;3.61011;4
 70.81500;182.17833;      -1.59353;3.61019;4
 70.73100;182.18000;      -1.59221;3.61028;4
 70.64700;182.18167;      -1.59090;3.61036;4
 70.56400;182.18333;      -1.58960;3.61044;4
 70.48000;182.18500;      -1.58829;3.61052;4
 70.39800;182.18667;      -1.58699;3.61059;4
 70.31400;182.18833;      -1.58569;3.61067;4
 70.23000;182.19000;      -1.58437;3.61076;4
 70.14600;182.19167;      -1.58306;3.61084;4
 70.06200;182.19333;      -1.58172;3.61092;4
 69.98000;182.19500;      -1.58037;3.61099;4
 69.89700;182.19667;      -1.57902;3.61107;4
 69.81400;182.19833;      -1.57767;3.61115;4
 69.73100;182.20000;      -1.57635;3.61123;4
 69.64800;182.20167;      -1.57503;3.61131;4
 69.56300;182.20333;      -1.57370;3.61139;4
 69.48000;182.20500;      -1.57237;3.61146;4
 69.39800;182.20667;      -1.57103;3.61154;4
 69.31400;182.20833;      -1.56970;3.61162;4
 69.22900;182.21000;      -1.56837;3.61170;4
 69.14600;182.21167;      -1.56706;3.61178;4
 69.06300;182.21333;      -1.56574;3.61185;4
 68.98000;182.21500;      -1.56442;3.61193;4
 68.89700;182.21667;      -1.56309;3.61201;4
 68.81500;182.21833;      -1.56176;3.61208;4
 68.73000;182.22000;      -1.56043;3.61216;4
 68.64600;182.22167;      -1.55908;3.61224;4
 68.56300;182.22333;      -1.55773;3.61231;4
 68.47900;182.22500;      -1.55638;3.61239;4
 68.39600;182.22667;      -1.55500;3.61247;4
 68.31300;182.22833;      -1.55362;3.61254;4
 68.22900;182.23000;      -1.55225;3.61262;4
 68.14600;182.23167;      -1.55090;3.61269;4
 68.06200;182.23333;      -1.54955;3.61277;4
 67.97900;182.23500;      -1.54821;3.61285;4
 67.89500;182.23667;      -1.54687;3.61292;4
 67.81300;182.23833;      -1.54552;3.61300;4
 67.72900;182.24000;      -1.54418;3.61307;4
 67.64500;182.24167;      -1.54282;3.61315;4
 67.56200;182.24333;      -1.54146;3.61322;4
 67.47900;182.24500;      -1.54011;3.61329;4
