#EXPORTTYPE:                 ;DATA ALL                                  
#FILE:                       ;D10_enthalpy_2kmin_Tg.ngb-sdg             
#FORMAT:                     ;NETZSCH5                                  
#FTYPE:                      ;ASCII                                     
#IDENTITY:                   ;D10_enthalpy_2kmin_Tg                     
#DECIMAL:                    ;POINT                                     
#SEPARATOR:                  ;SEMICOLON                                 
#MTYPE:                      ;TMDSC                                     
#MSUBTYPE:                   ;DSC(raw)                                  
#INSTRUMENT:                 ;NETZSCH DSC 214                           
#PROJECT:                    ;PhD_jkjjo                                 
#DATE/TIME:                  ;16-05-2023 14:49:39 (UTC+2)               
#CORR. FILE:                 ;                                          
#TEMPCAL:                    ;applied                                   
#SENSITIVITY:                ;applied                                   
#LABORATORY:                 ;DTU Wind COM                              
#OPERATOR:                   ;Jesper                                    
#REMARK:                     ;SW2519-1BS1A - Enthalpy of fusion + Tg_inf
#SAMPLE:                     ;D10                                       
#SAMPLE MASS /mg:            ;19.2                                      
#MATERIAL:                   ;Epoxy                                     
#REFERENCE:                  ;Empty Pan                                 
#REFERENCE MASS /mg:         ;0                                         
#TYPE OF CRUCIBLE:           ;Concavus Pan Al, pierced lid              
#SAMPLE CRUCIBLE MASS /mg:   ;50.7                                      
#REFERENCE CRUCIBLE MASS /mg:;51.1                                      
#M.RANGE /‘V:                ;5000                                      
#TAU-R:                      ;---                                       
#CORR. CODE:                 ;000                                       
#EXO:                        ;-1                                        
#RANGE:                      ;-40›C..280›C/-50.0..2.0K/min-M/30/0.0..0.4
#SEGMENT:                    ;S1-6/6                                    
#SEG. 1:                     ;25›C/5.0(K/min)/-40›C                     
#SEG. 2:                     ;-40›C/00:05/-40›C                         
#SEG. 3:                     ;-40›C/2.0(K/min)/280›C                    
#SEG. 4:                     ;280›C/50.0(K/min)/20›C                    
#SEG. 5:                     ;20›C/00:01/20›C                           
#SEG. 6:                     ;20›C/2.0(K/min)/280›C-M/30/0.4            

##Temp./›C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
 25.05900;  0.00000; 1.377704e-002;3.63056;1
 25.05800;  0.00500; 1.357991e-002;3.63056;1
 25.05800;  0.01000; 1.345951e-002;3.63056;1
 25.05700;  0.01500; 1.338277e-002;3.63056;1
 25.05800;  0.02000; 1.333912e-002;3.63056;1
 25.05800;  0.02500; 1.327345e-002;3.63056;1
 25.05800;  0.03000; 1.317494e-002;3.63056;1
 25.05500;  0.03500; 1.308701e-002;3.63056;1
 25.05700;  0.04000; 1.301064e-002;3.63056;1
 25.05500;  0.04500; 1.295567e-002;3.63056;1
 25.05200;  0.05000; 1.298813e-002;3.63056;1
 25.04800;  0.05500; 1.302047e-002;3.63056;1
 25.04300;  0.06000; 1.306362e-002;3.63056;1
 25.03600;  0.06500; 1.311748e-002;3.63056;1
 25.03200;  0.07000; 1.319360e-002;3.63056;1
 25.02400;  0.07500; 1.325827e-002;3.63056;1
 25.01400;  0.08000; 1.326797e-002;3.63056;1
 25.00200;  0.08500; 1.320081e-002;3.63056;1
 24.99100;  0.09000; 1.307904e-002;3.63056;1
 24.97700;  0.09500; 1.293502e-002;3.63056;1
 24.96500;  0.10000; 1.257234e-002;3.63055;1
 24.94800;  0.10500; 1.207770e-002;3.63055;1
 24.93200;  0.11000; 1.147373e-002;3.63055;1
 24.91300;  0.11500; 1.082561e-002;3.63055;1
 24.89400;  0.12000; 1.000237e-002;3.63055;1
 24.87300;  0.12500; 9.025642e-003;3.63054;1
 24.85100;  0.13000; 7.972178e-003;3.63054;1
 24.82800;  0.13500; 6.754412e-003;3.63054;1
 24.80400;  0.14000; 5.284783e-003;3.63054;1
 24.77800;  0.14500; 3.749233e-003;3.63053;1
 24.75200;  0.15000; 2.016669e-003;3.63053;1
 24.72400;  0.15500; 1.415661e-004;3.63053;1
 24.69600;  0.16000;-1.810156e-003;3.63052;1
 24.66600;  0.16500;-3.915362e-003;3.63052;1
 24.63500;  0.17000;-6.283380e-003;3.63052;1
 24.60300;  0.17500;-8.750034e-003;3.63051;1
 24.57000;  0.18000;-1.135910e-002;3.63051;1
 24.53700;  0.18500;-1.406669e-002;3.63051;1
 24.50500;  0.19000;-1.689455e-002;3.63050;1
 24.46900;  0.19500;-1.978859e-002;3.63050;1
 24.43400;  0.20000;-2.289047e-002;3.63049;1
 24.39600;  0.20500;-2.602556e-002;3.63049;1
 24.36300;  0.21000;-2.929138e-002;3.63049;1
 24.32100;  0.21500;-3.270063e-002;3.63048;1
 24.28600;  0.22000;-3.611996e-002;3.63048;1
 24.24700;  0.22500;-3.964924e-002;3.63047;1
 24.20800;  0.23000;-4.327704e-002;3.63047;1
 24.16900;  0.23500;-4.692675e-002;3.63046;1
 24.12900;  0.24000;-5.065321e-002;3.63046;1
 24.09100;  0.24500;-5.442321e-002;3.63045;1
 24.05000;  0.25000;-5.824832e-002;3.63045;1
 24.01200;  0.25500;-6.208402e-002;3.63044;1
 23.97100;  0.26000;-6.590915e-002;3.63044;1
 23.92900;  0.26500;-6.974537e-002;3.63043;1
 23.89100;  0.27000;-7.354827e-002;3.63043;1
 23.85000;  0.27500;-7.738439e-002;3.63042;1
 23.80800;  0.28000;-8.126443e-002;3.63042;1
 23.77000;  0.28500;-8.503452e-002;3.63041;1
 23.72900;  0.29000;-8.880500e-002;3.63040;1
 23.68800;  0.29500;-9.257550e-002;3.63040;1
 23.65100;  0.30000;-9.623604e-002;3.63039;1
 23.61000;  0.30500;-9.986427e-002;3.63039;1
 23.57000;  0.31000;      -0.10347;3.63038;1
 23.52900;  0.31500;      -0.10703;3.63038;1
 23.49000;  0.32000;      -0.11045;3.63037;1
 23.45500;  0.32500;      -0.11383;3.63037;1
 23.41400;  0.33000;      -0.11716;3.63036;1
 23.37600;  0.33500;      -0.12038;3.63036;1
 23.33900;  0.34000;      -0.12356;3.63035;1
 23.30200;  0.34500;      -0.12666;3.63034;1
 23.26300;  0.35000;      -0.12966;3.63034;1
 23.22700;  0.35500;      -0.13254;3.63033;1
 23.19300;  0.36000;      -0.13524;3.63033;1
 23.15600;  0.36500;      -0.13790;3.63032;1
 23.12100;  0.37000;      -0.14046;3.63032;1
 23.08600;  0.37500;      -0.14298;3.63031;1
 23.05100;  0.38000;      -0.14527;3.63031;1
 23.01800;  0.38500;      -0.14750;3.63030;1
 22.98500;  0.39000;      -0.14970;3.63030;1
 22.95200;  0.39500;      -0.15179;3.63029;1
 22.92000;  0.40000;      -0.15359;3.63029;1
 22.88800;  0.40500;      -0.15538;3.63028;1
 22.85600;  0.41000;      -0.15703;3.63028;1
 22.82600;  0.41500;      -0.15864;3.63027;1
 22.79600;  0.42000;      -0.16014;3.63027;1
 22.76400;  0.42500;      -0.16153;3.63026;1
 22.73400;  0.43000;      -0.16271;3.63026;1
 22.70700;  0.43500;      -0.16386;3.63025;1
 22.67800;  0.44000;      -0.16493;3.63025;1
 22.64900;  0.44500;      -0.16580;3.63024;1
 22.62100;  0.45000;      -0.16665;3.63024;1
 22.59400;  0.45500;      -0.16735;3.63023;1
 22.56600;  0.46000;      -0.16787;3.63023;1
 22.54100;  0.46500;      -0.16845;3.63023;1
 22.51300;  0.47000;      -0.16891;3.63022;1
 22.48900;  0.47500;      -0.16931;3.63022;1
 22.46300;  0.48000;      -0.16953;3.63021;1
 22.43900;  0.48500;      -0.16973;3.63021;1
 22.41500;  0.49000;      -0.16982;3.63020;1
 22.38900;  0.49500;      -0.16973;3.63020;1
 22.36500;  0.50000;      -0.16964;3.63020;1
 22.34300;  0.50500;      -0.16955;3.63019;1
 22.32000;  0.51000;      -0.16925;3.63019;1
 22.29600;  0.51500;      -0.16897;3.63018;1
 22.27200;  0.52000;      -0.16865;3.63018;1
 22.24900;  0.52500;      -0.16818;3.63018;1
 22.22800;  0.53000;      -0.16772;3.63017;1
 22.20600;  0.53500;      -0.16710;3.63017;1
 22.18400;  0.54000;      -0.16651;3.63017;1
 22.16200;  0.54500;      -0.16594;3.63016;1
 22.14000;  0.55000;      -0.16526;3.63016;1
 22.12000;  0.55500;      -0.16451;3.63015;1
 22.09900;  0.56000;      -0.16369;3.63015;1
 22.07800;  0.56500;      -0.16290;3.63015;1
 22.05600;  0.57000;      -0.16205;3.63014;1
 22.03500;  0.57500;      -0.16126;3.63014;1
 22.01400;  0.58000;      -0.16041;3.63014;1
 21.99200;  0.58500;      -0.15951;3.63013;1
 21.97200;  0.59000;      -0.15863;3.63013;1
 21.95100;  0.59500;      -0.15773;3.63012;1
 21.93000;  0.60000;      -0.15665;3.63012;1
 21.90900;  0.60500;      -0.15565;3.63012;1
 21.89000;  0.61000;      -0.15475;3.63011;1
 21.86900;  0.61500;      -0.15382;3.63011;1
 21.85100;  0.62000;      -0.15290;3.63011;1
 21.82900;  0.62500;      -0.15199;3.63010;1
 21.80800;  0.63000;      -0.15107;3.63010;1
 21.78600;  0.63500;      -0.15014;3.63009;1
 21.76700;  0.64000;      -0.14919;3.63009;1
 21.74500;  0.64500;      -0.14826;3.63009;1
 21.72500;  0.65000;      -0.14734;3.63008;1
 21.70200;  0.65500;      -0.14644;3.63008;1
 21.68200;  0.66000;      -0.14552;3.63007;1
 21.66200;  0.66500;      -0.14461;3.63007;1
 21.64000;  0.67000;      -0.14381;3.63007;1
 21.61800;  0.67500;      -0.14305;3.63006;1
 21.59800;  0.68000;      -0.14224;3.63006;1
 21.57500;  0.68500;      -0.14145;3.63005;1
 21.55300;  0.69000;      -0.14065;3.63005;1
 21.53000;  0.69500;      -0.13988;3.63005;1
 21.50900;  0.70000;      -0.13913;3.63004;1
 21.48600;  0.70500;      -0.13847;3.63004;1
 21.46400;  0.71000;      -0.13789;3.63003;1
 21.44300;  0.71500;      -0.13722;3.63003;1
 21.42000;  0.72000;      -0.13659;3.63002;1
 21.39700;  0.72500;      -0.13611;3.63002;1
 21.37600;  0.73000;      -0.13559;3.63002;1
 21.35200;  0.73500;      -0.13508;3.63001;1
 21.32900;  0.74000;      -0.13460;3.63001;1
 21.30500;  0.74500;      -0.13417;3.63000;1
 21.28200;  0.75000;      -0.13377;3.63000;1
 21.25900;  0.75500;      -0.13338;3.62999;1
 21.23600;  0.76000;      -0.13302;3.62999;1
 21.21000;  0.76500;      -0.13270;3.62998;1
 21.18700;  0.77000;      -0.13255;3.62998;1
 21.16300;  0.77500;      -0.13226;3.62997;1
 21.13900;  0.78000;      -0.13198;3.62997;1
 21.11400;  0.78500;      -0.13185;3.62996;1
 21.09100;  0.79000;      -0.13178;3.62996;1
 21.06600;  0.79500;      -0.13163;3.62995;1
 21.04100;  0.80000;      -0.13149;3.62995;1
 21.01500;  0.80500;      -0.13142;3.62994;1
 20.99100;  0.81000;      -0.13140;3.62994;1
 20.96600;  0.81500;      -0.13132;3.62993;1
 20.94200;  0.82000;      -0.13126;3.62993;1
 20.91400;  0.82500;      -0.13123;3.62992;1
 20.89100;  0.83000;      -0.13121;3.62992;1
 20.86500;  0.83500;      -0.13122;3.62991;1
 20.84000;  0.84000;      -0.13130;3.62991;1
 20.81400;  0.84500;      -0.13145;3.62990;1
 20.78800;  0.85000;      -0.13159;3.62990;1
 20.76200;  0.85500;      -0.13172;3.62989;1
 20.73700;  0.86000;      -0.13184;3.62989;1
 20.71100;  0.86500;      -0.13199;3.62988;1
 20.68400;  0.87000;      -0.13214;3.62987;1
 20.65900;  0.87500;      -0.13231;3.62987;1
 20.63200;  0.88000;      -0.13247;3.62986;1
 20.60800;  0.88500;      -0.13274;3.62986;1
 20.58000;  0.89000;      -0.13302;3.62985;1
 20.55400;  0.89500;      -0.13332;3.62985;1
 20.52700;  0.90000;      -0.13360;3.62984;1
 20.50200;  0.90500;      -0.13386;3.62984;1
 20.47600;  0.91000;      -0.13412;3.62983;1
 20.44900;  0.91500;      -0.13436;3.62982;1
 20.42200;  0.92000;      -0.13461;3.62982;1
 20.39700;  0.92500;      -0.13487;3.62981;1
 20.37100;  0.93000;      -0.13515;3.62981;1
 20.34400;  0.93500;      -0.13543;3.62980;1
 20.31600;  0.94000;      -0.13572;3.62979;1
 20.29200;  0.94500;      -0.13602;3.62979;1
 20.26400;  0.95000;      -0.13634;3.62978;1
 20.23900;  0.95500;      -0.13669;3.62978;1
 20.21200;  0.96000;      -0.13706;3.62977;1
 20.18400;  0.96500;      -0.13736;3.62976;1
 20.15800;  0.97000;      -0.13765;3.62976;1
 20.13300;  0.97500;      -0.13794;3.62975;1
 20.10700;  0.98000;      -0.13825;3.62975;1
 20.07900;  0.98500;      -0.13851;3.62974;1
 20.05300;  0.99000;      -0.13873;3.62974;1
 20.02600;  0.99500;      -0.13899;3.62973;1
 20.00000;  1.00000;      -0.13924;3.62972;1
 19.97400;  1.00500;      -0.13949;3.62972;1
 19.94700;  1.01000;      -0.13974;3.62971;1
 19.92100;  1.01500;      -0.14002;3.62970;1
 19.89600;  1.02000;      -0.14025;3.62970;1
 19.86900;  1.02500;      -0.14047;3.62969;1
 19.84400;  1.03000;      -0.14062;3.62969;1
 19.81700;  1.03500;      -0.14077;3.62968;1
 19.79100;  1.04000;      -0.14099;3.62967;1
 19.76400;  1.04500;      -0.14121;3.62967;1
 19.73800;  1.05000;      -0.14140;3.62966;1
 19.71400;  1.05500;      -0.14158;3.62966;1
 19.68700;  1.06000;      -0.14177;3.62965;1
 19.66100;  1.06500;      -0.14183;3.62964;1
 19.63500;  1.07000;      -0.14197;3.62964;1
 19.61100;  1.07500;      -0.14214;3.62963;1
 19.58200;  1.08000;      -0.14231;3.62962;1
 19.55900;  1.08500;      -0.14239;3.62962;1
 19.53300;  1.09000;      -0.14252;3.62961;1
 19.50800;  1.09500;      -0.14265;3.62961;1
 19.48200;  1.10000;      -0.14275;3.62960;1
 19.45600;  1.10500;      -0.14285;3.62959;1
 19.43100;  1.11000;      -0.14295;3.62959;1
 19.40600;  1.11500;      -0.14297;3.62958;1
 19.37900;  1.12000;      -0.14300;3.62958;1
 19.35500;  1.12500;      -0.14303;3.62957;1
 19.32800;  1.13000;      -0.14307;3.62956;1
 19.30400;  1.13500;      -0.14317;3.62956;1
 19.27900;  1.14000;      -0.14322;3.62955;1
 19.25500;  1.14500;      -0.14321;3.62954;1
 19.23000;  1.15000;      -0.14323;3.62954;1
 19.20300;  1.15500;      -0.14326;3.62953;1
 19.17800;  1.16000;      -0.14326;3.62953;1
 19.15500;  1.16500;      -0.14325;3.62952;1
 19.13000;  1.17000;      -0.14323;3.62951;1
 19.10400;  1.17500;      -0.14321;3.62951;1
 19.07900;  1.18000;      -0.14317;3.62950;1
 19.05500;  1.18500;      -0.14314;3.62949;1
 19.02900;  1.19000;      -0.14308;3.62949;1
 19.00400;  1.19500;      -0.14299;3.62948;1
 18.97900;  1.20000;      -0.14295;3.62948;1
 18.95500;  1.20500;      -0.14290;3.62947;1
 18.93000;  1.21000;      -0.14288;3.62946;1
 18.90500;  1.21500;      -0.14276;3.62946;1
 18.88100;  1.22000;      -0.14262;3.62945;1
 18.85500;  1.22500;      -0.14251;3.62944;1
 18.83000;  1.23000;      -0.14252;3.62944;1
 18.80600;  1.23500;      -0.14248;3.62943;1
 18.78200;  1.24000;      -0.14237;3.62942;1
 18.75800;  1.24500;      -0.14230;3.62942;1
 18.73300;  1.25000;      -0.14217;3.62941;1
 18.70900;  1.25500;      -0.14205;3.62940;1
 18.68300;  1.26000;      -0.14198;3.62940;1
 18.65900;  1.26500;      -0.14188;3.62939;1
 18.63400;  1.27000;      -0.14181;3.62939;1
 18.60900;  1.27500;      -0.14172;3.62938;1
 18.58500;  1.28000;      -0.14168;3.62937;1
 18.55900;  1.28500;      -0.14159;3.62937;1
 18.53500;  1.29000;      -0.14150;3.62936;1
 18.51000;  1.29500;      -0.14139;3.62935;1
 18.48600;  1.30000;      -0.14126;3.62935;1
 18.46200;  1.30500;      -0.14113;3.62934;1
 18.43800;  1.31000;      -0.14096;3.62933;1
 18.41100;  1.31500;      -0.14084;3.62933;1
 18.38700;  1.32000;      -0.14076;3.62932;1
 18.36400;  1.32500;      -0.14071;3.62931;1
 18.33900;  1.33000;      -0.14062;3.62931;1
 18.31400;  1.33500;      -0.14053;3.62930;1
 18.28900;  1.34000;      -0.14041;3.62929;1
 18.26500;  1.34500;      -0.14034;3.62929;1
 18.24000;  1.35000;      -0.14025;3.62928;1
 18.21500;  1.35500;      -0.14017;3.62927;1
 18.19000;  1.36000;      -0.14009;3.62927;1
 18.16400;  1.36500;      -0.14001;3.62926;1
 18.14100;  1.37000;      -0.13992;3.62925;1
 18.11500;  1.37500;      -0.13984;3.62924;1
 18.09000;  1.38000;      -0.13978;3.62924;1
 18.06600;  1.38500;      -0.13973;3.62923;1
 18.04200;  1.39000;      -0.13966;3.62922;1
 18.01700;  1.39500;      -0.13965;3.62922;1
 17.99100;  1.40000;      -0.13960;3.62921;1
 17.96400;  1.40500;      -0.13954;3.62920;1
 17.94100;  1.41000;      -0.13950;3.62920;1
 17.91700;  1.41500;      -0.13944;3.62919;1
 17.89100;  1.42000;      -0.13933;3.62918;1
 17.86700;  1.42500;      -0.13928;3.62917;1
 17.84100;  1.43000;      -0.13928;3.62917;1
 17.81500;  1.43500;      -0.13927;3.62916;1
 17.79200;  1.44000;      -0.13926;3.62915;1
 17.76800;  1.44500;      -0.13925;3.62915;1
 17.74100;  1.45000;      -0.13921;3.62914;1
 17.71400;  1.45500;      -0.13913;3.62913;1
 17.69000;  1.46000;      -0.13908;3.62912;1
 17.66700;  1.46500;      -0.13906;3.62912;1
 17.64100;  1.47000;      -0.13908;3.62911;1
 17.61500;  1.47500;      -0.13907;3.62910;1
 17.58900;  1.48000;      -0.13908;3.62909;1
 17.56600;  1.48500;      -0.13909;3.62909;1
 17.54100;  1.49000;      -0.13905;3.62908;1
 17.51600;  1.49500;      -0.13905;3.62907;1
 17.49000;  1.50000;      -0.13905;3.62907;1
 17.46700;  1.50500;      -0.13907;3.62906;1
 17.44100;  1.51000;      -0.13907;3.62905;1
 17.41500;  1.51500;      -0.13911;3.62904;1
 17.38900;  1.52000;      -0.13911;3.62904;1
 17.36500;  1.52500;      -0.13910;3.62903;1
 17.34000;  1.53000;      -0.13911;3.62902;1
 17.31400;  1.53500;      -0.13911;3.62901;1
 17.29000;  1.54000;      -0.13912;3.62901;1
 17.26300;  1.54500;      -0.13915;3.62900;1
 17.23900;  1.55000;      -0.13918;3.62899;1
 17.21200;  1.55500;      -0.13920;3.62898;1
 17.18900;  1.56000;      -0.13923;3.62898;1
 17.16300;  1.56500;      -0.13926;3.62897;1
 17.13700;  1.57000;      -0.13930;3.62896;1
 17.11200;  1.57500;      -0.13931;3.62895;1
 17.08800;  1.58000;      -0.13932;3.62895;1
 17.06200;  1.58500;      -0.13937;3.62894;1
 17.03800;  1.59000;      -0.13944;3.62893;1
 17.01100;  1.59500;      -0.13944;3.62892;1
 16.98600;  1.60000;      -0.13943;3.62891;1
 16.96200;  1.60500;      -0.13943;3.62891;1
 16.93600;  1.61000;      -0.13946;3.62890;1
 16.91000;  1.61500;      -0.13953;3.62889;1
 16.88500;  1.62000;      -0.13955;3.62888;1
 16.86000;  1.62500;      -0.13956;3.62888;1
 16.83400;  1.63000;      -0.13956;3.62887;1
 16.81000;  1.63500;      -0.13958;3.62886;1
 16.78400;  1.64000;      -0.13962;3.62885;1
 16.75900;  1.64500;      -0.13965;3.62884;1
 16.73300;  1.65000;      -0.13966;3.62884;1
 16.70800;  1.65500;      -0.13968;3.62883;1
 16.68300;  1.66000;      -0.13970;3.62882;1
 16.65700;  1.66500;      -0.13973;3.62881;1
 16.63200;  1.67000;      -0.13974;3.62880;1
 16.60700;  1.67500;      -0.13974;3.62880;1
 16.58100;  1.68000;      -0.13975;3.62879;1
 16.55700;  1.68500;      -0.13974;3.62878;1
 16.53100;  1.69000;      -0.13977;3.62877;1
 16.50700;  1.69500;      -0.13977;3.62876;1
 16.48200;  1.70000;      -0.13978;3.62876;1
 16.45600;  1.70500;      -0.13983;3.62875;1
 16.43200;  1.71000;      -0.13984;3.62874;1
 16.40500;  1.71500;      -0.13986;3.62873;1
 16.38200;  1.72000;      -0.13986;3.62872;1
 16.35600;  1.72500;      -0.13985;3.62872;1
 16.33100;  1.73000;      -0.13984;3.62871;1
 16.30600;  1.73500;      -0.13986;3.62870;1
 16.28000;  1.74000;      -0.13990;3.62869;1
 16.25500;  1.74500;      -0.13991;3.62868;1
 16.23200;  1.75000;      -0.13990;3.62868;1
 16.20600;  1.75500;      -0.13991;3.62867;1
 16.18200;  1.76000;      -0.13992;3.62866;1
 16.15500;  1.76500;      -0.13992;3.62865;1
 16.13000;  1.77000;      -0.13989;3.62864;1
 16.10400;  1.77500;      -0.13990;3.62863;1
 16.08000;  1.78000;      -0.13993;3.62863;1
 16.05300;  1.78500;      -0.13993;3.62862;1
 16.02900;  1.79000;      -0.13991;3.62861;1
 16.00400;  1.79500;      -0.13993;3.62860;1
 15.97800;  1.80000;      -0.13994;3.62859;1
 15.95500;  1.80500;      -0.13992;3.62858;1
 15.92800;  1.81000;      -0.13992;3.62858;1
 15.90500;  1.81500;      -0.13992;3.62857;1
 15.88000;  1.82000;      -0.13990;3.62856;1
 15.85600;  1.82500;      -0.13986;3.62855;1
 15.83000;  1.83000;      -0.13985;3.62854;1
 15.80400;  1.83500;      -0.13985;3.62853;1
 15.77900;  1.84000;      -0.13985;3.62853;1
 15.75500;  1.84500;      -0.13982;3.62852;1
 15.72800;  1.85000;      -0.13980;3.62851;1
 15.70400;  1.85500;      -0.13968;3.62850;1
 15.67900;  1.86000;      -0.13967;3.62849;1
 15.65500;  1.86500;      -0.13966;3.62848;1
 15.62900;  1.87000;      -0.13964;3.62848;1
 15.60500;  1.87500;      -0.13963;3.62847;1
 15.57700;  1.88000;      -0.13963;3.62846;1
 15.55400;  1.88500;      -0.13965;3.62845;1
 15.53000;  1.89000;      -0.13965;3.62844;1
 15.50400;  1.89500;      -0.13964;3.62843;1
 15.47900;  1.90000;      -0.13965;3.62842;1
 15.45400;  1.90500;      -0.13961;3.62841;1
 15.43000;  1.91000;      -0.13957;3.62841;1
 15.40600;  1.91500;      -0.13954;3.62840;1
 15.38000;  1.92000;      -0.13950;3.62839;1
 15.35600;  1.92500;      -0.13948;3.62838;1
 15.33000;  1.93000;      -0.13945;3.62837;1
 15.30400;  1.93500;      -0.13941;3.62836;1
 15.28000;  1.94000;      -0.13937;3.62835;1
 15.25500;  1.94500;      -0.13935;3.62835;1
 15.23100;  1.95000;      -0.13932;3.62834;1
 15.20500;  1.95500;      -0.13929;3.62833;1
 15.17900;  1.96000;      -0.13929;3.62832;1
 15.15400;  1.96500;      -0.13929;3.62831;1
 15.13000;  1.97000;      -0.13919;3.62830;1
 15.10500;  1.97500;      -0.13915;3.62829;1
 15.08000;  1.98000;      -0.13912;3.62828;1
 15.05500;  1.98500;      -0.13910;3.62827;1
 15.03000;  1.99000;      -0.13907;3.62827;1
 15.00700;  1.99500;      -0.13906;3.62826;1
 14.98000;  2.00000;      -0.13905;3.62825;1
 14.95200;  2.00500;      -0.13904;3.62824;1
 14.92800;  2.01000;      -0.13904;3.62823;1
 14.90300;  2.01500;      -0.13904;3.62822;1
 14.87700;  2.02000;      -0.13902;3.62821;1
 14.85200;  2.02500;      -0.13902;3.62820;1
 14.82800;  2.03000;      -0.13904;3.62819;1
 14.80300;  2.03500;      -0.13904;3.62818;1
 14.77800;  2.04000;      -0.13901;3.62817;1
 14.75300;  2.04500;      -0.13900;3.62817;1
 14.72900;  2.05000;      -0.13902;3.62816;1
 14.70400;  2.05500;      -0.13905;3.62815;1
 14.67900;  2.06000;      -0.13907;3.62814;1
 14.65300;  2.06500;      -0.13908;3.62813;1
 14.62800;  2.07000;      -0.13908;3.62812;1
 14.60300;  2.07500;      -0.13908;3.62811;1
 14.57700;  2.08000;      -0.13909;3.62810;1
 14.55200;  2.08500;      -0.13911;3.62809;1
 14.52600;  2.09000;      -0.13912;3.62808;1
 14.50000;  2.09500;      -0.13913;3.62807;1
 14.47700;  2.10000;      -0.13912;3.62806;1
 14.45000;  2.10500;      -0.13911;3.62805;1
 14.42500;  2.11000;      -0.13910;3.62805;1
 14.39900;  2.11500;      -0.13914;3.62804;1
 14.37500;  2.12000;      -0.13915;3.62803;1
 14.35200;  2.12500;      -0.13916;3.62802;1
 14.32600;  2.13000;      -0.13914;3.62801;1
 14.29900;  2.13500;      -0.13913;3.62800;1
 14.27500;  2.14000;      -0.13914;3.62799;1
 14.25000;  2.14500;      -0.13912;3.62798;1
 14.22500;  2.15000;      -0.13913;3.62797;1
 14.20000;  2.15500;      -0.13913;3.62796;1
 14.17300;  2.16000;      -0.13917;3.62795;1
 14.14900;  2.16500;      -0.13920;3.62794;1
 14.12300;  2.17000;      -0.13919;3.62793;1
 14.10100;  2.17500;      -0.13921;3.62792;1
 14.07300;  2.18000;      -0.13922;3.62791;1
 14.04800;  2.18500;      -0.13921;3.62790;1
 14.02300;  2.19000;      -0.13920;3.62789;1
 13.99800;  2.19500;      -0.13921;3.62788;1
 13.97300;  2.20000;      -0.13920;3.62787;1
 13.94900;  2.20500;      -0.13920;3.62787;1
 13.92400;  2.21000;      -0.13921;3.62786;1
 13.89800;  2.21500;      -0.13921;3.62785;1
 13.87200;  2.22000;      -0.13921;3.62784;1
 13.84800;  2.22500;      -0.13919;3.62783;1
 13.82400;  2.23000;      -0.13915;3.62782;1
 13.79700;  2.23500;      -0.13913;3.62781;1
 13.77100;  2.24000;      -0.13911;3.62780;1
 13.74800;  2.24500;      -0.13909;3.62779;1
 13.72500;  2.25000;      -0.13909;3.62778;1
 13.69900;  2.25500;      -0.13908;3.62777;1
 13.67300;  2.26000;      -0.13908;3.62776;1
 13.65000;  2.26500;      -0.13907;3.62775;1
 13.62300;  2.27000;      -0.13905;3.62774;1
 13.59900;  2.27500;      -0.13901;3.62773;1
 13.57300;  2.28000;      -0.13900;3.62772;1
 13.54800;  2.28500;      -0.13894;3.62771;1
 13.52200;  2.29000;      -0.13894;3.62770;1
 13.49900;  2.29500;      -0.13893;3.62769;1
 13.47400;  2.30000;      -0.13892;3.62768;1
 13.44900;  2.30500;      -0.13891;3.62767;1
 13.42400;  2.31000;      -0.13888;3.62766;1
 13.39900;  2.31500;      -0.13886;3.62765;1
 13.37500;  2.32000;      -0.13884;3.62764;1
 13.35000;  2.32500;      -0.13882;3.62763;1
 13.32600;  2.33000;      -0.13877;3.62762;1
 13.29800;  2.33500;      -0.13875;3.62761;1
 13.27300;  2.34000;      -0.13873;3.62760;1
 13.24900;  2.34500;      -0.13870;3.62759;1
 13.22600;  2.35000;      -0.13867;3.62758;1
 13.19800;  2.35500;      -0.13865;3.62757;1
 13.17400;  2.36000;      -0.13864;3.62756;1
 13.14900;  2.36500;      -0.13864;3.62755;1
 13.12300;  2.37000;      -0.13861;3.62754;1
 13.09900;  2.37500;      -0.13859;3.62753;1
 13.07500;  2.38000;      -0.13856;3.62752;1
 13.05000;  2.38500;      -0.13853;3.62751;1
 13.02500;  2.39000;      -0.13852;3.62750;1
 12.99900;  2.39500;      -0.13849;3.62749;1
 12.97500;  2.40000;      -0.13845;3.62748;1
 12.95000;  2.40500;      -0.13843;3.62747;1
 12.92600;  2.41000;      -0.13841;3.62746;1
 12.90200;  2.41500;      -0.13840;3.62745;1
 12.87500;  2.42000;      -0.13837;3.62744;1
 12.84900;  2.42500;      -0.13834;3.62743;1
 12.82500;  2.43000;      -0.13831;3.62742;1
 12.80000;  2.43500;      -0.13828;3.62741;1
 12.77600;  2.44000;      -0.13827;3.62740;1
 12.75100;  2.44500;      -0.13824;3.62739;1
 12.72600;  2.45000;      -0.13823;3.62738;1
 12.70100;  2.45500;      -0.13824;3.62737;1
 12.67700;  2.46000;      -0.13823;3.62736;1
 12.65000;  2.46500;      -0.13823;3.62734;1
